日期	合计来水	需水量	其他生态需水	水位生态需水	生态需水	总需水量	净流量	目标容积	日初容积	日中容积	日末容积	排末容积	初河蓄水	蓄水消后	缺水(浙东需供)	末河蓄水	排河蓄水	排水容积	河区排水	容积变化	排后变化	纳蓄能力	低水位以上蓄水量	总蓄水量
2026/03/03	3.476	5.9830000000000005	2.83	0.0	2.83	8.813	-5.337000000000001	2447.0	854.4715447154472	849.1345447154472	854.4715447154472	854.4715447154472	0.0	0.0	5.337000000000001	0.0	0.0	2688.0	0.0	-5.337000000000001	-5.337000000000001	1592.5284552845528	0.0	854.4715447154472
2026/03/04	2.4130000000000003	5.9830000000000005	2.83	0.0	2.83	8.813	-6.4	2447.0	854.4715447154472	848.0715447154472	854.4715447154472	854.4715447154472	0.0	0.0	6.4	0.0	0.0	2688.0	0.0	-6.4	-6.4	1592.5284552845528	0.0	854.4715447154472
2026/03/05	2.2039999999999997	5.9830000000000005	2.83	0.0	2.83	8.813	-6.609000000000001	2447.0	854.4715447154472	847.8625447154471	854.4715447154472	854.4715447154472	0.0	0.0	6.609000000000001	0.0	0.0	2688.0	0.0	-6.609000000000001	-6.609000000000001	1592.5284552845528	0.0	854.4715447154472
2026/03/06	2.04	5.9830000000000005	2.83	0.0	2.83	8.813	-6.773000000000001	2447.0	854.4715447154472	847.6985447154472	854.4715447154472	854.4715447154472	0.0	0.0	6.773000000000001	0.0	0.0	2688.0	0.0	-6.773000000000001	-6.773000000000001	1592.5284552845528	0.0	854.4715447154472
2026/03/07	1.9089999999999998	5.9830000000000005	2.83	0.0	2.83	8.813	-6.904000000000001	2447.0	854.4715447154472	847.5675447154472	854.4715447154472	854.4715447154472	0.0	0.0	6.904000000000001	0.0	0.0	2688.0	0.0	-6.904000000000001	-6.904000000000001	1592.5284552845528	0.0	854.4715447154472
2026/03/08	1.8159999999999998	5.9830000000000005	2.83	0.0	2.83	8.813	-6.997000000000001	2447.0	854.4715447154472	847.4745447154472	854.4715447154472	854.4715447154472	0.0	0.0	6.997000000000001	0.0	0.0	2688.0	0.0	-6.997000000000001	-6.997000000000001	1592.5284552845528	0.0	854.4715447154472
2026/03/09	1.741	5.9830000000000005	2.83	0.0	2.83	8.813	-7.072000000000001	2447.0	854.4715447154472	847.3995447154472	854.4715447154472	854.4715447154472	0.0	0.0	7.072000000000001	0.0	0.0	2688.0	0.0	-7.072000000000001	-7.072000000000001	1592.5284552845528	0.0	854.4715447154472
2026/03/10	1.688	5.9830000000000005	2.83	0.0	2.83	8.813	-7.125000000000001	2447.0	854.4715447154472	847.3465447154472	854.4715447154472	854.4715447154472	0.0	0.0	7.125000000000001	0.0	0.0	2688.0	0.0	-7.125000000000001	-7.125000000000001	1592.5284552845528	0.0	854.4715447154472
2026/03/11	1.728	5.9830000000000005	2.83	0.0	2.83	8.813	-7.085000000000001	2447.0	854.4715447154472	847.3865447154471	854.4715447154472	854.4715447154472	0.0	0.0	7.085000000000001	0.0	0.0	2688.0	0.0	-7.085000000000001	-7.085000000000001	1592.5284552845528	0.0	854.4715447154472
2026/03/12	1.773	5.9830000000000005	2.83	0.0	2.83	8.813	-7.040000000000001	2447.0	854.4715447154472	847.4315447154472	854.4715447154472	854.4715447154472	0.0	0.0	7.040000000000001	0.0	0.0	2688.0	0.0	-7.040000000000001	-7.040000000000001	1592.5284552845528	0.0	854.4715447154472
2026/03/13	1.7799999999999998	5.9830000000000005	2.83	0.0	2.83	8.813	-7.033000000000001	2447.0	854.4715447154472	847.4385447154472	854.4715447154472	854.4715447154472	0.0	0.0	7.033000000000001	0.0	0.0	2688.0	0.0	-7.033000000000001	-7.033000000000001	1592.5284552845528	0.0	854.4715447154472
2026/03/14	1.766	5.9830000000000005	2.83	0.0	2.83	8.813	-7.047000000000001	2447.0	854.4715447154472	847.4245447154472	854.4715447154472	854.4715447154472	0.0	0.0	7.047000000000001	0.0	0.0	2688.0	0.0	-7.047000000000001	-7.047000000000001	1592.5284552845528	0.0	854.4715447154472
2026/03/15	1.777	5.9830000000000005	2.83	0.0	2.83	8.813	-7.0360000000000005	2447.0	854.4715447154472	847.4355447154472	854.4715447154472	854.4715447154472	0.0	0.0	7.0360000000000005	0.0	0.0	2688.0	0.0	-7.0360000000000005	-7.0360000000000005	1592.5284552845528	0.0	854.4715447154472
2026/03/16	1.759	5.9830000000000005	2.83	0.0	2.83	8.813	-7.054	2447.0	854.4715447154472	847.4175447154472	854.4715447154472	854.4715447154472	0.0	0.0	7.054	0.0	0.0	2688.0	0.0	-7.054	-7.054	1592.5284552845528	0.0	854.4715447154472
2026/03/17	1.725	5.9830000000000005	2.83	0.0	2.83	8.813	-7.088000000000001	2447.0	854.4715447154472	847.3835447154472	854.4715447154472	854.4715447154472	0.0	0.0	7.088000000000001	0.0	0.0	2688.0	0.0	-7.088000000000001	-7.088000000000001	1592.5284552845528	0.0	854.4715447154472
2026/03/18	1.681	5.9830000000000005	2.83	0.0	2.83	8.813	-7.132000000000001	2447.0	854.4715447154472	847.3395447154472	854.4715447154472	854.4715447154472	0.0	0.0	7.132000000000001	0.0	0.0	2688.0	0.0	-7.132000000000001	-7.132000000000001	1592.5284552845528	0.0	854.4715447154472
2026/03/19	1.634	5.9830000000000005	2.83	0.0	2.83	8.813	-7.179	2447.0	854.4715447154472	847.2925447154472	854.4715447154472	854.4715447154472	0.0	0.0	7.179	0.0	0.0	2688.0	0.0	-7.179	-7.179	1592.5284552845528	0.0	854.4715447154472
2026/03/20	2.109	5.9830000000000005	2.83	0.0	2.83	8.813	-6.704000000000001	2447.0	854.4715447154472	847.7675447154472	854.4715447154472	854.4715447154472	0.0	0.0	6.704000000000001	0.0	0.0	2688.0	0.0	-6.704000000000001	-6.704000000000001	1592.5284552845528	0.0	854.4715447154472
2026/03/21	4.309	5.9830000000000005	2.83	0.0	2.83	8.813	-4.5040000000000004	2447.0	854.4715447154472	849.9675447154472	854.4715447154472	854.4715447154472	0.0	0.0	4.5040000000000004	0.0	0.0	2688.0	0.0	-4.5040000000000004	-4.5040000000000004	1592.5284552845528	0.0	854.4715447154472
2026/03/22	2.677	5.9830000000000005	2.83	0.0	2.83	8.813	-6.136000000000001	2447.0	854.4715447154472	848.3355447154472	854.4715447154472	854.4715447154472	0.0	0.0	6.136000000000001	0.0	0.0	2688.0	0.0	-6.136000000000001	-6.136000000000001	1592.5284552845528	0.0	854.4715447154472
