日期	平原产水	其他外供	河网供水	水库供水	合计来水	农业需水	其他生态需水	非农需水	需水量	生态需水	总需水量	净流量	目标容积	日初容积	日中容积	日末容积	排末容积	初河蓄水	蓄水消后	缺水(浙东需供)	末河蓄水	排河蓄水	排水容积	河区排水	容积变化	排后变化	纳蓄能力	低水位以上蓄水量	总蓄水量	水位生态需水	本地可供水量
2026/03/03	14.01	0.0	2.526	0.0	2.526	21.83	3.5	0.4583	22.2883	3.5	25.7883	-23.2623	3944.0	464.16184971098266	440.8995497109827	464.16184971098266	464.16184971098266	0.0	0.0	23.2623	0.0	0.0	4698.0	0.0	-23.2623	-23.2623	3479.8381502890174	0.0	464.16184971098266	0.0	2.526
2026/03/04	0.0	0.0	1.463	0.0	1.463	21.83	3.5	0.4583	22.2883	3.5	25.7883	-24.3253	3944.0	464.16184971098266	439.8365497109827	464.16184971098266	464.16184971098266	0.0	0.0	24.3253	0.0	0.0	4698.0	0.0	-24.3253	-24.3253	3479.8381502890174	0.0	464.16184971098266	0.0	1.463
2026/03/05	45.73	0.0	1.254	0.0	1.254	21.83	3.5	0.4583	22.2883	3.5	25.7883	-24.5343	3944.0	464.16184971098266	439.6275497109827	464.16184971098266	464.16184971098266	0.0	0.0	24.5343	0.0	0.0	4698.0	0.0	-24.5343	-24.5343	3479.8381502890174	0.0	464.16184971098266	0.0	1.254
2026/03/06	1.24	0.0	1.09	0.0	1.09	21.83	3.5	0.4583	22.2883	3.5	25.7883	-24.6983	3944.0	464.16184971098266	439.46354971098265	464.16184971098266	464.16184971098266	0.0	0.0	24.6983	0.0	0.0	4698.0	0.0	-24.6983	-24.6983	3479.8381502890174	0.0	464.16184971098266	0.0	1.09
2026/03/07	0.82	0.0	0.959	0.0	0.959	21.83	3.5	0.4583	22.2883	3.5	25.7883	-24.8293	3944.0	464.16184971098266	439.3325497109827	464.16184971098266	464.16184971098266	0.0	0.0	24.8293	0.0	0.0	4698.0	0.0	-24.8293	-24.8293	3479.8381502890174	0.0	464.16184971098266	0.0	0.959
2026/03/08	7.83	0.0	0.866	0.0	0.866	21.83	3.5	0.4583	22.2883	3.5	25.7883	-24.9223	3944.0	464.16184971098266	439.23954971098266	464.16184971098266	464.16184971098266	0.0	0.0	24.9223	0.0	0.0	4698.0	0.0	-24.9223	-24.9223	3479.8381502890174	0.0	464.16184971098266	0.0	0.866
2026/03/09	3.71	0.0	0.791	0.0	0.791	21.83	3.5	0.4583	22.2883	3.5	25.7883	-24.9973	3944.0	464.16184971098266	439.1645497109826	464.16184971098266	464.16184971098266	0.0	0.0	24.9973	0.0	0.0	4698.0	0.0	-24.9973	-24.9973	3479.8381502890174	0.0	464.16184971098266	0.0	0.791
2026/03/10	7.83	0.0	0.738	0.0	0.738	21.83	3.5	0.4583	22.2883	3.5	25.7883	-25.0503	3944.0	464.16184971098266	439.1115497109827	464.16184971098266	464.16184971098266	0.0	0.0	25.0503	0.0	0.0	4698.0	0.0	-25.0503	-25.0503	3479.8381502890174	0.0	464.16184971098266	0.0	0.738
2026/03/11	60.23	0.0	0.778	0.0	0.778	21.83	3.5	0.4583	22.2883	3.5	25.7883	-25.0103	3944.0	464.16184971098266	439.15154971098264	464.16184971098266	464.16184971098266	0.0	0.0	25.0103	0.0	0.0	4698.0	0.0	-25.0103	-25.0103	3479.8381502890174	0.0	464.16184971098266	0.0	0.778
2026/03/12	30.64	0.0	0.823	0.0	0.823	21.83	3.5	0.4583	22.2883	3.5	25.7883	-24.9653	3944.0	464.16184971098266	439.19654971098265	464.16184971098266	464.16184971098266	0.0	0.0	24.9653	0.0	0.0	4698.0	0.0	-24.9653	-24.9653	3479.8381502890174	0.0	464.16184971098266	0.0	0.823
