日期	平原产水	其他外供	河网供水	水库供水	合计来水	农业需水	其他生态需水	非农需水	需水量	生态需水	总需水量	净流量	目标容积	日初容积	日中容积	日末容积	排末容积	初河蓄水	蓄水消后	缺水(浙东需供)	末河蓄水	排河蓄水	排水容积	河区排水	容积变化	排后变化	纳蓄能力	低水位以上蓄水量	总蓄水量	水位生态需水	本地可供水量
2026/03/03	43.38	10.0	2.526	0.0	12.526	7.73	10.76	6.7535	14.4835	10.76	25.243499999999997	-12.717499999999998	2543.0	0.0	-12.717499999999998	0.0	0.0	0.0	0.0	12.717499999999998	0.0	0.0	2846.5	0.0	-12.717499999999998	-12.717499999999998	2543.0	0.0	0.0	0.0	12.526
2026/03/04	0.0	10.0	1.463	0.0	11.463	7.73	10.76	6.7535	14.4835	10.76	25.243499999999997	-13.780499999999996	2543.0	0.0	-13.780499999999996	0.0	0.0	0.0	0.0	13.780499999999996	0.0	0.0	2846.5	0.0	-13.780499999999996	-13.780499999999996	2543.0	0.0	0.0	0.0	11.463
2026/03/05	141.64	10.0	1.254	0.0	11.254	7.73	10.76	6.7535	14.4835	10.76	25.243499999999997	-13.989499999999998	2543.0	0.0	-13.989499999999998	0.0	0.0	0.0	0.0	13.989499999999998	0.0	0.0	2846.5	0.0	-13.989499999999998	-13.989499999999998	2543.0	0.0	0.0	0.0	11.254
2026/03/06	3.83	10.0	1.09	0.0	11.09	7.73	10.76	6.7535	14.4835	10.76	25.243499999999997	-14.153499999999998	2543.0	0.0	-14.153499999999998	0.0	0.0	0.0	0.0	14.153499999999998	0.0	0.0	2846.5	0.0	-14.153499999999998	-14.153499999999998	2543.0	0.0	0.0	0.0	11.09
2026/03/07	2.55	10.0	0.959	0.0	10.959	7.73	10.76	6.7535	14.4835	10.76	25.243499999999997	-14.284499999999998	2543.0	0.0	-14.284499999999998	0.0	0.0	0.0	0.0	14.284499999999998	0.0	0.0	2846.5	0.0	-14.284499999999998	-14.284499999999998	2543.0	0.0	0.0	0.0	10.959
2026/03/08	24.24	10.0	0.866	0.0	10.866	7.73	10.76	6.7535	14.4835	10.76	25.243499999999997	-14.377499999999998	2543.0	0.0	-14.377499999999998	0.0	0.0	0.0	0.0	14.377499999999998	0.0	0.0	2846.5	0.0	-14.377499999999998	-14.377499999999998	2543.0	0.0	0.0	0.0	10.866
2026/03/09	11.48	10.0	0.791	0.0	10.791	7.73	10.76	6.7535	14.4835	10.76	25.243499999999997	-14.452499999999995	2543.0	0.0	-14.452499999999995	0.0	0.0	0.0	0.0	14.452499999999995	0.0	0.0	2846.5	0.0	-14.452499999999995	-14.452499999999995	2543.0	0.0	0.0	0.0	10.791
2026/03/10	24.24	10.0	0.738	0.0	10.738	7.73	10.76	6.7535	14.4835	10.76	25.243499999999997	-14.505499999999998	2543.0	0.0	-14.505499999999998	0.0	0.0	0.0	0.0	14.505499999999998	0.0	0.0	2846.5	0.0	-14.505499999999998	-14.505499999999998	2543.0	0.0	0.0	0.0	10.738
2026/03/11	160.03	10.0	0.778	0.0	10.778	7.73	10.76	6.7535	14.4835	10.76	25.243499999999997	-14.465499999999995	2543.0	0.0	-14.465499999999995	0.0	0.0	0.0	0.0	14.465499999999995	0.0	0.0	2846.5	0.0	-14.465499999999995	-14.465499999999995	2543.0	0.0	0.0	0.0	10.778
2026/03/12	75.21	10.0	0.823	0.0	10.823	7.73	10.76	6.7535	14.4835	10.76	25.243499999999997	-14.420499999999995	2543.0	0.0	-14.420499999999995	0.0	0.0	0.0	0.0	14.420499999999995	0.0	0.0	2846.5	0.0	-14.420499999999995	-14.420499999999995	2543.0	0.0	0.0	0.0	10.823
2026/03/13	6.38	10.0	0.83	0.0	10.83	7.73	10.76	6.7535	14.4835	10.76	25.243499999999997	-14.413499999999996	2543.0	0.0	-14.413499999999996	0.0	0.0	0.0	0.0	14.413499999999996	0.0	0.0	2846.5	0.0	-14.413499999999996	-14.413499999999996	2543.0	0.0	0.0	0.0	10.83
2026/03/14	7.66	10.0	0.816	0.0	10.816	7.73	10.76	6.7535	14.4835	10.76	25.243499999999997	-14.427499999999997	2543.0	0.0	-14.427499999999997	0.0	0.0	0.0	0.0	14.427499999999997	0.0	0.0	2846.5	0.0	-14.427499999999997	-14.427499999999997	2543.0	0.0	0.0	0.0	10.816
2026/03/15	69.47	10.0	0.827	0.0	10.827	7.73	10.76	6.7535	14.4835	10.76	25.243499999999997	-14.416499999999996	2543.0	0.0	-14.416499999999996	0.0	0.0	0.0	0.0	14.416499999999996	0.0	0.0	2846.5	0.0	-14.416499999999996	-14.416499999999996	2543.0	0.0	0.0	0.0	10.827
2026/03/16	0.0	10.0	0.809	0.0	10.809	7.73	10.76	6.7535	14.4835	10.76	25.243499999999997	-14.434499999999998	2543.0	0.0	-14.434499999999998	0.0	0.0	0.0	0.0	14.434499999999998	0.0	0.0	2846.5	0.0	-14.434499999999998	-14.434499999999998	2543.0	0.0	0.0	0.0	10.809
2026/03/17	0.0	10.0	0.775	0.0	10.775	7.73	10.76	6.7535	14.4835	10.76	25.243499999999997	-14.468499999999995	2543.0	0.0	-14.468499999999995	0.0	0.0	0.0	0.0	14.468499999999995	0.0	0.0	2846.5	0.0	-14.468499999999995	-14.468499999999995	2543.0	0.0	0.0	0.0	10.775
2026/03/18	0.0	10.0	0.731	0.0	10.731	7.73	10.76	6.7535	14.4835	10.76	25.243499999999997	-14.512499999999998	2543.0	0.0	-14.512499999999998	0.0	0.0	0.0	0.0	14.512499999999998	0.0	0.0	2846.5	0.0	-14.512499999999998	-14.512499999999998	2543.0	0.0	0.0	0.0	10.731
2026/03/19	0.0	10.0	0.684	0.0	10.684	7.73	10.76	6.7535	14.4835	10.76	25.243499999999997	-14.559499999999998	2543.0	0.0	-14.559499999999998	0.0	0.0	0.0	0.0	14.559499999999998	0.0	0.0	2846.5	0.0	-14.559499999999998	-14.559499999999998	2543.0	0.0	0.0	0.0	10.684
2026/03/20	289.24	10.0	1.159	0.0	11.159	7.73	10.76	6.7535	14.4835	10.76	25.243499999999997	-14.084499999999997	2543.0	0.0	-14.084499999999997	0.0	0.0	0.0	0.0	14.084499999999997	0.0	0.0	2846.5	0.0	-14.084499999999997	-14.084499999999997	2543.0	0.0	0.0	0.0	11.159
2026/03/21	262.48	10.0	3.359	0.0	13.359	7.73	10.76	6.7535	14.4835	10.76	25.243499999999997	-11.884499999999996	2543.0	0.0	-11.884499999999996	0.0	0.0	0.0	0.0	11.884499999999996	0.0	0.0	2846.5	0.0	-11.884499999999996	-11.884499999999996	2543.0	0.0	0.0	0.0	13.359
2026/03/22	1.28	10.0	1.727	0.0	11.727	7.73	10.76	6.7535	14.4835	10.76	25.243499999999997	-13.516499999999995	2543.0	0.0	-13.516499999999995	0.0	0.0	0.0	0.0	13.516499999999995	0.0	0.0	2846.5	0.0	-13.516499999999995	-13.516499999999995	2543.0	0.0	0.0	0.0	11.727
2026/03/23	17.86	10.0	1.213	0.0	11.213	7.73	10.76	6.7535	14.4835	10.76	25.243499999999997	-14.030499999999996	2543.0	0.0	-14.030499999999996	0.0	0.0	0.0	0.0	14.030499999999996	0.0	0.0	2846.5	0.0	-14.030499999999996	-14.030499999999996	2543.0	0.0	0.0	0.0	11.213
2026/03/24	231.91	10.0	3.487	0.0	13.487	7.73	10.76	6.7535	14.4835	10.76	25.243499999999997	-11.756499999999996	2543.0	0.0	-11.756499999999996	0.0	0.0	0.0	0.0	11.756499999999996	0.0	0.0	2846.5	0.0	-11.756499999999996	-11.756499999999996	2543.0	0.0	0.0	0.0	13.487
2026/03/25	1.28	10.0	1.823	0.0	11.823	7.73	10.76	6.7535	14.4835	10.76	25.243499999999997	-13.420499999999995	2543.0	0.0	-13.420499999999995	0.0	0.0	0.0	0.0	13.420499999999995	0.0	0.0	2846.5	0.0	-13.420499999999995	-13.420499999999995	2543.0	0.0	0.0	0.0	11.823
2026/03/26	220.44	10.0	3.981	0.0	13.981	7.73	10.76	6.7535	14.4835	10.76	25.243499999999997	-11.262499999999998	2543.0	0.0	-11.262499999999998	0.0	0.0	0.0	0.0	11.262499999999998	0.0	0.0	2846.5	0.0	-11.262499999999998	-11.262499999999998	2543.0	0.0	0.0	0.0	13.981
2026/03/27	252.93	10.0	5.858	0.0	15.858	7.73	10.76	6.7535	14.4835	10.76	25.243499999999997	-9.385499999999997	2543.0	0.0	-9.385499999999997	0.0	0.0	0.0	0.0	9.385499999999997	0.0	0.0	2846.5	0.0	-9.385499999999997	-9.385499999999997	2543.0	0.0	0.0	0.0	15.858
2026/03/28	25.52	10.0	3.588	0.0	13.588	7.73	10.76	6.7535	14.4835	10.76	25.243499999999997	-11.655499999999996	2543.0	0.0	-11.655499999999996	0.0	0.0	0.0	0.0	11.655499999999996	0.0	0.0	2846.5	0.0	-11.655499999999996	-11.655499999999996	2543.0	0.0	0.0	0.0	13.588
2026/03/29	142.09	10.0	4.368	0.0	14.368	7.73	10.76	6.7535	14.4835	10.76	25.243499999999997	-10.875499999999995	2543.0	0.0	-10.875499999999995	0.0	0.0	0.0	0.0	10.875499999999995	0.0	0.0	2846.5	0.0	-10.875499999999995	-10.875499999999995	2543.0	0.0	0.0	0.0	14.368
2026/03/30	159.29	10.0	5.227	0.0	15.227	7.73	10.76	6.7535	14.4835	10.76	25.243499999999997	-10.016499999999995	2543.0	0.0	-10.016499999999995	0.0	0.0	0.0	0.0	10.016499999999995	0.0	0.0	2846.5	0.0	-10.016499999999995	-10.016499999999995	2543.0	0.0	0.0	0.0	15.227
2026/03/31	0.0	10.0	2.718	0.0	12.718	7.73	10.76	6.7535	14.4835	10.76	25.243499999999997	-12.525499999999996	2543.0	0.0	-12.525499999999996	0.0	0.0	0.0	0.0	12.525499999999996	0.0	0.0	2846.5	0.0	-12.525499999999996	-12.525499999999996	2543.0	0.0	0.0	0.0	12.718
2026/04/01	0.0	10.0	1.484	0.0	11.484	7.73	13.66	6.7535	14.4835	13.66	28.1435	-16.6595	2543.0	0.0	-16.6595	0.0	0.0	0.0	0.0	16.6595	0.0	0.0	2846.5	0.0	-16.6595	-16.6595	2543.0	0.0	0.0	0.0	11.484
2026/04/02	0.0	10.0	1.21	0.0	11.21	7.73	13.66	6.7535	14.4835	13.66	28.1435	-16.9335	2543.0	0.0	-16.9335	0.0	0.0	0.0	0.0	16.9335	0.0	0.0	2846.5	0.0	-16.9335	-16.9335	2543.0	0.0	0.0	0.0	11.21
2026/04/03	0.0	10.0	1.097	0.0	11.097	0.0	13.66	6.7535	6.7535	13.66	20.4135	-9.3165	2543.0	0.0	-9.3165	0.0	0.0	0.0	0.0	9.3165	0.0	0.0	2846.5	0.0	-9.3165	-9.3165	2543.0	0.0	0.0	0.0	11.097
